date,platform,category,product_name,gmv,orders,uv,pv,refund_amount,ad_cost
2024-08-21,拼多多,数码,手机壳,6784,47,502,1757,258,2984
2024-06-23,天猫,女装,真丝衬衫,14552,274,4505,9451,1065,3331
2024-08-12,京东,美妆,口红套装,10027,65,750,1839,914,2423
2024-09-01,抖音,运动户外,运动水壶,6360,147,1315,2631,290,3325
2024-06-14,京东,数码,手机壳,18451,119,1407,5167,788,5539
2024-06-11,天猫,数码,无线鼠标,18442,136,1759,3159,378,5471
2024-08-20,天猫,母婴,奶瓶,2008,17,205,426,25,662
2024-08-10,天猫,女装,真丝衬衫,8321,124,1218,3136,988,2481
2024-04-23,抖音,女装,春季连衣裙,19553,193,3225,4962,813,5574
2024-08-31,京东,数码,充电宝,20558,164,1483,5274,583,6417
2024-04-10,京东,男装,商务衬衫,5618,50,753,2038,470,1157
2024-01-21,抖音,家居,收纳柜,10575,70,895,1442,256,5072
2024-08-02,天猫,母婴,奶瓶,5255,43,345,728,124,1884
2024-08-22,拼多多,女装,真丝衬衫,5140,69,989,1745,464,3801
2024-05-21,拼多多,美妆,眼影盘,4577,53,488,1353,496,3867
2024-10-06,京东,家居,四件套,9748,92,1568,6149,436,2261
2024-06-05,京东,男装,休闲夹克,5235,41,694,1960,367,1182
2024-06-19,天猫,运动户外,护膝,6687,53,548,937,253,2717
2024-05-01,京东,男装,商务衬衫,5725,48,513,1801,383,1359
2024-01-08,京东,食品,巧克力,6615,37,589,2118,152,2414
2024-07-22,拼多多,家居,台灯,4694,51,640,2413,85,1995
2024-12-27,京东,运动户外,跑步鞋,4423,38,616,1066,259,1958
2024-03-18,京东,家居,收纳柜,3369,23,253,887,78,816
2024-08-21,京东,母婴,儿童玩具,4069,19,293,595,41,951
2024-03-11,抖音,美妆,面霜,10379,104,1741,6315,1859,5092
2024-01-10,京东,女装,春季连衣裙,9419,49,441,1441,400,2076
2024-09-05,天猫,数码,数据线,18699,128,1482,2901,854,5421
2024-10-21,拼多多,美妆,口红套装,5755,40,416,759,699,4390
2024-11-14,抖音,男装,休闲夹克,13377,28,484,1877,276,1751
2024-04-23,天猫,数码,手机壳,13781,84,1164,4586,569,2601
2024-11-03,京东,数码,蓝牙耳机,48872,205,3204,7899,1137,4204
2024-04-24,京东,男装,休闲夹克,6156,33,364,1432,429,1898
2024-01-19,拼多多,美妆,口红套装,6792,99,1079,3314,419,3021
2024-10-07,京东,女装,阔腿裤,12507,137,1929,7575,874,3120
2024-05-12,京东,家居,地毯,6039,45,414,1349,207,1918
2024-04-22,拼多多,女装,阔腿裤,12204,48,505,1431,718,4966
2024-02-17,天猫,数码,手机壳,14335,79,949,3281,838,5109
2024-04-04,拼多多,运动户外,运动水壶,4979,29,289,607,288,1874
2024-05-08,天猫,数码,无线鼠标,11985,164,2937,8249,337,3452
2024-01-10,天猫,女装,针织开衫,8356,87,1024,2346,787,2511
2024-08-03,拼多多,数码,手机壳,13098,114,1342,4240,395,9334
2024-11-14,京东,运动户外,登山包,14150,40,466,822,336,1169
2024-10-24,快手,母婴,婴儿湿巾,4270,112,1298,2355,93,4185
2024-07-25,京东,家居,地毯,6924,54,727,2367,268,1793
2024-09-30,天猫,美妆,面霜,5954,71,1043,2128,649,1118
2024-06-28,抖音,母婴,婴儿湿巾,3918,44,790,1389,53,2226
2024-01-08,抖音,女装,阔腿裤,5997,34,479,1551,404,3494
2024-01-29,拼多多,家居,台灯,1944,14,167,261,48,703
2024-05-23,拼多多,母婴,奶瓶,3707,22,179,301,74,2020
2024-02-19,抖音,女装,羽绒服,9890,71,1006,3129,418,3132
2024-12-24,京东,家居,地毯,7663,97,1181,3272,224,2681
2024-05-20,抖音,运动户外,登山包,5118,49,757,2758,254,4356
2024-10-06,天猫,食品,巧克力,9264,74,1260,4612,178,1937
2024-03-09,抖音,食品,零食大礼包,4395,48,465,1087,97,1657
2024-10-30,拼多多,男装,休闲夹克,6450,63,1026,1665,523,3104
2024-09-24,抖音,美妆,精华液,6629,54,517,1825,419,3370
2024-05-13,拼多多,数码,数据线,12220,112,1588,2831,320,6434
2024-10-12,拼多多,家居,台灯,5360,51,523,1536,148,2648
2024-02-14,拼多多,女装,春季连衣裙,2836,139,2467,5755,621,5275
2024-05-14,抖音,运动户外,运动水壶,5311,36,541,1609,252,1651
2024-07-09,京东,美妆,防晒霜,8684,54,881,3195,802,3798
2024-02-07,京东,美妆,眼影盘,3238,213,1988,3220,1032,2189
2024-07-26,拼多多,食品,茶叶礼盒,3810,42,340,620,61,2746
2024-01-05,天猫,运动户外,护膝,6310,94,812,2968,461,1978
2024-08-15,天猫,家居,收纳柜,11032,149,1812,3531,393,2621
2024-05-15,京东,男装,休闲夹克,5005,37,553,1439,433,2004
2024-07-03,天猫,母婴,婴儿车,7539,80,1436,3061,141,1854
2024-12-01,快手,女装,真丝衬衫,7460,149,1446,5325,719,6202
2024-12-18,抖音,男装,羽绒服,6219,41,365,1016,272,3339
2024-03-01,天猫,食品,巧克力,6902,46,521,1337,88,2792
2024-09-15,京东,美妆,面霜,15883,97,1539,2756,1366,3301
2024-12-02,天猫,数码,充电宝,12598,787,8369,20011,333,3177
2024-04-28,天猫,食品,零食大礼包,14210,123,1635,4053,318,2583
2024-05-22,天猫,家居,四件套,6871,52,507,1122,300,2169
2024-12-18,拼多多,数码,手机壳,5164,32,517,1812,277,3728
2024-08-27,快手,女装,春季连衣裙,3835,68,1006,1677,335,1749
2024-04-02,拼多多,食品,坚果礼盒,5774,43,552,1576,163,2187
2024-09-11,天猫,食品,茶叶礼盒,6455,76,1367,2966,106,1431
2024-07-30,天猫,男装,牛仔裤,6275,46,581,1554,517,1296
2024-11-20,京东,美妆,眼影盘,9674,81,1382,4630,1008,2699
2024-01-09,京东,食品,零食大礼包,9946,83,1347,4981,196,2572
2024-04-14,京东,男装,商务衬衫,9286,82,1470,2594,408,1950
2024-05-19,抖音,家居,地毯,9526,78,1120,4015,371,4347
2024-08-18,京东,食品,零食大礼包,5233,56,901,3154,100,1377
2024-04-20,京东,食品,巧克力,13434,69,894,2024,383,3584
2024-09-06,天猫,男装,牛仔裤,6719,47,428,1113,394,1274
2024-05-23,快手,食品,咖啡豆,3957,34,441,1272,83,2827
2024-09-27,拼多多,女装,阔腿裤,4508,37,318,735,232,1929
2024-06-04,京东,运动户外,护膝,4639,33,464,1086,251,1554
2024-04-10,拼多多,家居,台灯,4127,26,211,590,136,1505
2024-08-23,快手,食品,坚果礼盒,3225,36,382,1054,80,1787
2024-08-09,天猫,家居,香薰蜡烛,11938,170,2085,7762,481,2924
2024-06-13,快手,母婴,婴儿车,4604,29,505,1808,103,2258
2024-05-31,京东,美妆,防晒霜,10568,102,1336,5268,826,4599
2024-05-09,天猫,女装,羽绒服,9221,92,995,2072,910,3690
2024-11-03,抖音,食品,坚果礼盒,19037,88,876,1864,102,2229
2024-03-07,天猫,美妆,精华液,14704,150,1370,4815,3033,4599
2024-08-22,抖音,母婴,婴儿车,4993,96,1639,5926,98,3171
2024-07-10,快手,女装,针织开衫,6166,64,1005,2390,647,4003
2024-02-22,拼多多,家居,地毯,5827,51,465,1094,256,2892
2024-09-06,拼多多,食品,零食大礼包,364,2,19,64,7,208
2024-04-12,快手,数码,数据线,11437,113,949,1715,321,12409
2024-06-03,天猫,家居,四件套,11226,60,694,2042,283,4207
2024-08-01,京东,运动户外,瑜伽垫,2882,43,573,2065,156,1268
2024-07-02,拼多多,家居,地毯,6005,62,858,3260,98,2835
2024-12-21,天猫,运动户外,登山包,7614,61,888,2306,207,1424
2024-12-07,京东,女装,真丝衬衫,13605,114,1390,4197,658,4034
2024-09-07,抖音,母婴,儿童玩具,8131,198,2869,6815,230,4599
2024-06-23,天猫,运动户外,瑜伽垫,5172,86,872,2583,243,2061
2024-11-30,抖音,数码,数据线,6977,107,1053,2620,188,2181
2024-08-18,拼多多,家居,四件套,8840,80,1264,4283,293,4012
2024-01-30,拼多多,女装,针织开衫,4799,44,364,1278,199,1897
2024-12-02,京东,母婴,纸尿裤,4967,37,614,2209,114,1416
2024-09-06,拼多多,男装,Polo衫,4003,48,733,1296,169,2787
2024-06-28,天猫,运动户外,跑步鞋,5200,123,1463,5353,371,1542
2024-06-27,抖音,运动户外,登山包,2471,18,215,413,155,810
2024-03-08,天猫,家居,台灯,12337,131,1299,4021,427,2262
2024-03-29,拼多多,家居,收纳柜,8881,62,872,2166,203,6044
2024-04-09,拼多多,数码,数据线,10967,124,1951,5148,487,6100
2024-03-18,抖音,数码,无线鼠标,6718,47,471,1107,262,3211
2024-11-27,快手,母婴,婴儿车,3099,25,210,446,73,1343
2024-03-10,京东,美妆,眼影盘,18265,186,3188,5500,2921,4772
2024-12-15,天猫,数码,手机壳,16820,132,1760,3085,923,4179
2024-09-04,天猫,运动户外,护膝,6290,110,903,2529,280,1481
2024-05-29,拼多多,男装,羽绒服,3698,31,371,1086,322,2736
2024-05-17,京东,女装,春季连衣裙,11934,105,1586,3551,1032,2515
2024-07-10,拼多多,数码,充电宝,9693,85,989,3604,297,4790
2024-12-07,拼多多,母婴,婴儿湿巾,5711,38,578,1162,95,2926
2024-08-14,抖音,美妆,防晒霜,9918,74,1185,1900,871,6319
2024-10-03,京东,数码,无线鼠标,11914,81,717,2754,418,3207
2024-12-16,京东,数码,充电宝,12243,1749,18637,60773,637,4421
2024-04-21,京东,食品,茶叶礼盒,13393,131,2220,5510,391,4102
2024-12-11,拼多多,运动户外,跑步鞋,5327,39,576,1227,289,2153
2024-07-01,京东,食品,零食大礼包,7136,48,670,1057,95,1842
2024-04-04,京东,女装,针织开衫,28638,78,1011,1857,1267,6182
2024-11-26,拼多多,男装,商务衬衫,3108,16,273,844,236,1736
2024-07-06,京东,美妆,口红套装,10462,117,1270,2765,1418,4778
2024-09-29,天猫,男装,休闲夹克,9818,78,630,1020,407,3344
2024-06-02,拼多多,数码,手机壳,9202,119,2123,7599,356,4408
2024-01-10,抖音,母婴,奶瓶,4851,28,266,735,88,1490
2024-10-18,拼多多,食品,咖啡豆,3427,32,480,1832,59,2160
2024-01-10,快手,女装,阔腿裤,8825,46,514,1351,527,3979
2024-07-08,京东,食品,巧克力,7885,73,1260,3158,219,2483
2024-10-23,天猫,女装,真丝衬衫,11282,75,1150,2780,468,4145
2024-06-03,拼多多,美妆,防晒霜,6680,39,366,765,633,4446
2024-02-06,天猫,美妆,眼影盘,2824,47,518,1775,584,2223
2024-03-23,快手,美妆,眼影盘,8578,8578,127588,393380,1124,13491
2024-01-11,拼多多,运动户外,瑜伽垫,2692,35,462,1459,118,1144
2024-04-14,快手,家居,四件套,8111,70,1065,1832,327,6838
2024-01-04,抖音,食品,茶叶礼盒,9315,122,1518,4813,210,6065
2024-03-07,快手,女装,真丝衬衫,5587,36,410,680,303,4606
2024-11-17,拼多多,男装,牛仔裤,4140,60,907,2618,348,1913
2024-08-22,抖音,美妆,口红套装,5377,59,835,2293,800,2217
2024-04-27,快手,数码,充电宝,13281,136,2034,6945,500,6289
2024-07-03,京东,数码,数据线,19739,193,2589,9342,996,8721
2024-06-19,拼多多,运动户外,跑步鞋,4438,32,291,689,305,2914
2024-06-04,拼多多,家居,收纳柜,6320,56,832,2329,252,3378
2024-05-31,天猫,女装,针织开衫,15519,124,1973,5827,1590,7723
2024-04-13,抖音,女装,针织开衫,28841,105,1808,2968,678,8630
2024-05-16,拼多多,食品,零食大礼包,5458,33,375,628,117,2321
2024-07-03,拼多多,食品,坚果礼盒,5081,27,250,704,91,3413
2024-09-15,拼多多,美妆,面霜,7709,67,935,1605,926,6002
2024-02-18,天猫,食品,巧克力,12590,86,809,2900,127,4085
2024-02-01,京东,运动户外,护膝,1752,35,375,1429,187,1108
2024-02-23,天猫,美妆,防晒霜,8273,59,559,1476,732,1765
2024-10-05,快手,女装,真丝衬衫,5919,81,1011,3099,306,4377
2024-09-09,天猫,食品,巧克力,8105,84,1048,2742,155,2511
2024-01-30,快手,运动户外,护膝,2942,18,274,493,98,1916
2024-04-16,抖音,运动户外,运动水壶,4099,44,655,2081,135,2704
2024-10-30,抖音,家居,四件套,11286,92,1008,3302,226,3567
2024-09-10,京东,食品,零食大礼包,6924,78,1104,1918,200,1429
2024-07-27,京东,食品,零食大礼包,9008,90,775,3019,115,3050
2024-07-27,拼多多,男装,休闲夹克,3486,22,223,476,207,1269
2024-03-31,天猫,美妆,防晒霜,16552,160,1949,5071,1877,3392
2024-10-30,拼多多,男装,Polo衫,2048,19,172,320,65,1048
2024-10-22,天猫,数码,手机壳,17261,99,1430,5100,419,4298
2024-05-12,抖音,运动户外,登山包,5681,56,747,1828,238,2072
2024-12-21,京东,母婴,婴儿湿巾,8306,105,1210,3971,109,2959
2024-08-14,天猫,美妆,口红套装,9613,135,1560,5424,971,3422
2024-09-30,京东,美妆,面霜,13259,106,1089,2968,1138,3001
2024-02-20,天猫,男装,商务衬衫,2696,30,374,1469,218,578
2024-03-02,快手,数码,数据线,8516,74,880,2951,301,5474
2024-06-24,抖音,女装,羽绒服,6205,38,651,1424,645,1859
2024-06-26,抖音,男装,休闲夹克,5062,60,577,1466,404,1456
2024-08-08,天猫,美妆,眼影盘,8439,93,1227,3566,1219,2788
2024-11-17,天猫,食品,茶叶礼盒,12175,143,1211,2480,293,2482
2024-12-04,京东,数码,手机壳,12091,161,2221,8595,275,3434
2024-02-19,京东,数码,数据线,16319,168,2274,5972,512,5561
2024-03-30,天猫,女装,阔腿裤,18300,172,2110,6076,1070,3829
2024-08-22,京东,男装,羽绒服,9339,75,1283,3535,821,1971
2024-08-25,京东,家居,台灯,12713,176,2150,4014,373,5916
2024-11-02,天猫,男装,牛仔裤,18952,57,751,2589,345,2595
2024-09-08,抖音,男装,Polo衫,3611,33,541,1235,290,1531
2024-03-20,拼多多,女装,阔腿裤,5163,33,491,1709,333,4105
2024-07-17,抖音,家居,台灯,10036,51,1215,1886,223,2881
2024-09-28,拼多多,运动户外,运动水壶,5149,73,1139,4516,175,2122
2024-04-16,天猫,男装,牛仔裤,8874,37,391,620,484,3237
2024-11-09,京东,女装,针织开衫,31107,99,1001,2758,517,4431
2024-10-27,拼多多,女装,春季连衣裙,15098,107,1846,5747,1104,5615
2024-11-29,抖音,运动户外,瑜伽垫,5013,25,397,1328,282,1443
2024-02-12,天猫,数码,充电宝,6926,190,3338,10821,759,4470
2024-09-16,天猫,家居,地毯,11533,69,688,1881,446,2940
2024-06-20,京东,美妆,面霜,11837,106,1020,4068,732,5526
2024-11-16,抖音,美妆,口红套装,8833,50,811,2596,1139,2821
2024-12-26,京东,家居,台灯,12570,98,1605,6217,516,3640
2024-05-06,京东,男装,羽绒服,7551,198,2901,11446,556,1934
2024-02-06,天猫,运动户外,运动水壶,2386,129,1371,2775,327,2222
2024-10-07,京东,母婴,婴儿湿巾,7510,57,776,3034,107,1831
2024-05-20,抖音,母婴,婴儿车,5418,36,573,2247,116,4188
2024-12-26,天猫,女装,阔腿裤,13554,118,1349,5272,1529,3068
2024-11-13,天猫,美妆,精华液,28792,117,1487,2787,879,2119
2024-09-08,天猫,食品,巧克力,10271,64,905,2560,121,2685
2024-04-20,拼多多,母婴,儿童玩具,4082,38,483,1542,112,1701
2024-12-02,天猫,女装,真丝衬衫,8452,76,1302,3483,722,1573
2024-06-27,京东,美妆,眼影盘,5142,53,807,2827,664,1062
2024-12-03,拼多多,食品,零食大礼包,5556,30,293,661,92,2635
2024-02-28,快手,女装,羽绒服,6541,38,452,1121,584,5195
2024-10-06,拼多多,美妆,精华液,8593,53,596,1331,458,3429
2024-04-30,拼多多,运动户外,护膝,4009,45,555,1179,237,1678
2024-02-06,快手,数码,手机壳,4414,75,1169,4343,542,8220
2024-09-23,拼多多,食品,巧克力,4470,44,429,674,125,3684
2024-10-16,天猫,数码,无线鼠标,15482,103,1516,2294,919,2972
